Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results
Toys,SKU1205,98,In Stock,770,40241,Senior,272,2,15,10,USPS,7.13,MegaCorp,Egypt,5687,37,4998,Fail
Electronics,SKU1206,58,In Stock,415,47983,Adult,341,28,10,6,DHL,85.75,FastTrack Ltd.,Germany,5018,1,8784,Pass
Electronics,SKU1207,124,In Stock,158,32266,Adult,138,7,6,6,Aramex,57.51,FastTrack Ltd.,China,7580,58,9753,Pass
Clothing,SKU1208,460,Out of Stock,104,1398,Senior,54,22,21,11,Aramex,78.3,FastTrack Ltd.,China,6086,31,4143,Pass
Home,SKU1209,360,Out of Stock,758,21215,Adult,336,14,80,10,DHL,15.49,FastTrack Ltd.,Germany,4899,32,1892,Fail
Electronics,SKU1210,390,In Stock,846,12105,Senior,237,4,3,9,Aramex,21.72,FastTrack Ltd.,USA,8868,21,9868,Fail
Home,SKU1211,193,In Stock,742,16494,Teen,104,17,93,13,DHL,13.43,Global Supplies Inc.,Egypt,7349,33,9763,Fail
Toys,SKU1212,176,In Stock,868,17208,Teen,305,10,91,6,FedEx,75.79,FastTrack Ltd.,India,5631,30,6669,Fail
Clothing,SKU1213,239,In Stock,983,2717,Teen,160,12,93,3,Aramex,70.54,FastTrack Ltd.,Egypt,6046,44,5368,Pass
Electronics,SKU1214,25,Out of Stock,498,49105,Senior,310,17,45,2,UPS,33.66,FastTrack Ltd.,Egypt,1616,12,4961,Pass
Electronics,SKU1215,310,In Stock,83,15297,Adult,461,22,4,13,DHL,9.52,MegaCorp,China,1008,16,3738,Fail
Clothing,SKU1216,402,In Stock,186,6925,Adult,116,1,51,7,FedEx,28.18,MegaCorp,USA,1640,14,1099,Pass
Toys,SKU1217,402,Out of Stock,261,46933,Teen,190,28,77,9,DHL,61.21,SupplyHub,USA,9961,48,9715,Pass
Electronics,SKU1218,456,Out of Stock,729,29456,Senior,136,26,1,7,DHL,39.02,Prime Distributors,Egypt,7210,36,3541,Fail
Toys,SKU1219,225,In Stock,604,40858,Teen,114,19,64,10,FedEx,65.92,SupplyHub,Germany,327,10,9013,Fail
Electronics,SKU1220,383,Limited,30,14927,Senior,226,3,7,10,FedEx,68.61,Global Supplies Inc.,China,3132,3,7983,Fail
Toys,SKU1221,482,In Stock,649,2480,Senior,443,29,79,3,USPS,94.41,MegaCorp,Germany,980,29,3044,Fail
Electronics,SKU1222,117,Out of Stock,896,5812,Adult,141,16,40,3,UPS,51.7,FastTrack Ltd.,Egypt,5151,54,8832,Recheck
Sports,SKU1223,398,In Stock,75,20803,Adult,480,29,88,12,USPS,15.94,Global Supplies Inc.,Germany,5896,20,3052,Fail
Electronics,SKU1224,63,Limited,27,21798,Adult,271,19,8,12,USPS,8.68,MegaCorp,Egypt,5790,4,6148,Pass
Toys,SKU1225,166,Out of Stock,851,34857,Senior,58,17,8,10,DHL,68.95,SupplyHub,India,2578,16,9878,Fail
Clothing,SKU1226,237,Out of Stock,397,16735,Senior,461,10,59,2,FedEx,7.5,MegaCorp,Egypt,1970,32,1461,Recheck
Toys,SKU1227,141,In Stock,575,43709,Teen,276,14,34,6,DHL,45.01,MegaCorp,India,9950,26,5493,Recheck
Clothing,SKU1228,152,In Stock,156,20423,Adult,446,24,24,7,USPS,72.84,SupplyHub,India,3300,52,6140,Pass
Clothing,SKU1229,343,In Stock,845,17605,Adult,375,14,67,8,FedEx,45.54,MegaCorp,Germany,1006,35,2669,Fail
Toys,SKU1230,173,In Stock,965,22297,Teen,442,28,25,8,FedEx,14.53,MegaCorp,China,729,15,9345,Recheck
Clothing,SKU1231,153,In Stock,55,16827,Senior,311,4,38,11,USPS,5.56,SupplyHub,Germany,2099,40,6332,Pass
Toys,SKU1232,329,In Stock,478,47975,Teen,122,19,20,8,DHL,93.66,Global Supplies Inc.,China,3274,14,1027,Recheck
Home,SKU1233,287,Limited,578,14444,Adult,129,1,10,2,FedEx,99.55,SupplyHub,Egypt,9650,57,9349,Recheck
Toys,SKU1234,192,In Stock,775,27250,Adult,189,9,55,9,UPS,83.01,SupplyHub,USA,9472,54,8256,Fail
Clothing,SKU1235,76,In Stock,724,20136,Senior,329,22,68,11,USPS,38.73,Global Supplies Inc.,China,4309,48,2948,Fail
Toys,SKU1236,38,In Stock,626,3497,Teen,22,12,6,11,FedEx,93.77,SupplyHub,India,5732,8,6127,Fail
Home,SKU1237,328,Out of Stock,290,12874,Teen,441,18,77,11,Aramex,67.99,SupplyHub,China,7654,15,1167,Fail
Sports,SKU1238,59,Out of Stock,151,28701,Adult,64,16,69,11,Aramex,82.17,MegaCorp,Egypt,1396,10,8055,Recheck
Toys,SKU1239,414,In Stock,104,21047,Adult,141,3,20,12,UPS,77.63,MegaCorp,Egypt,1880,8,5902,Recheck
Clothing,SKU1240,312,In Stock,616,24350,Teen,180,22,30,4,Aramex,73.23,Prime Distributors,Germany,7483,48,7677,Fail
Toys,SKU1241,364,In Stock,270,33340,Teen,76,9,42,3,DHL,8.07,SupplyHub,China,663,6,4568,Pass
Sports,SKU1242,83,Out of Stock,245,27694,Teen,463,29,60,13,UPS,27.56,Prime Distributors,USA,7695,52,1139,Pass
Electronics,SKU1243,493,In Stock,947,36433,Senior,425,9,95,6,Aramex,84.37,SupplyHub,Germany,6902,39,2316,Recheck
Home,SKU1244,368,In Stock,573,2049,Teen,371,20,46,6,USPS,93.07,FastTrack Ltd.,Egypt,8272,14,4371,Recheck
Clothing,SKU1245,27,In Stock,334,25442,Adult,297,23,51,3,UPS,57.27,SupplyHub,USA,4651,37,1284,Fail
Sports,SKU1246,355,Out of Stock,217,17243,Teen,372,22,3,5,UPS,34.52,SupplyHub,Egypt,818,25,1270,Pass
Home,SKU1247,352,Out of Stock,314,37233,Adult,87,21,55,6,USPS,79.47,Global Supplies Inc.,India,8883,44,631,Pass
Toys,SKU1248,143,In Stock,113,48059,Teen,210,22,88,6,DHL,17.02,Prime Distributors,Germany,2956,8,3396,Pass
Toys,SKU1249,175,In Stock,948,1076,Teen,296,4,2,11,FedEx,49.31,MegaCorp,China,2472,28,4250,Pass
Toys,SKU1250,461,Limited,116,36629,Teen,463,6,41,6,FedEx,27.29,FastTrack Ltd.,Germany,6889,56,7011,Recheck
Electronics,SKU1251,94,Out of Stock,674,36742,Adult,217,20,59,13,UPS,92.75,Prime Distributors,USA,6637,44,4181,Recheck
Toys,SKU1252,429,Out of Stock,431,35408,Teen,54,11,40,13,USPS,9.6,Global Supplies Inc.,Egypt,2804,2,4693,Recheck
Home,SKU1253,192,In Stock,338,15387,Teen,114,4,43,13,USPS,32.34,MegaCorp,Germany,266,35,2892,Pass
Toys,SKU1254,92,In Stock,176,5029,Teen,184,15,78,8,Aramex,33.25,SupplyHub,USA,1418,41,7916,Recheck
Toys,SKU1255,337,Limited,908,6765,Teen,353,6,55,11,Aramex,57.45,Global Supplies Inc.,Egypt,1342,16,4858,Pass
Toys,SKU1256,455,Out of Stock,552,23645,Adult,403,24,72,4,UPS,72.51,FastTrack Ltd.,India,893,49,4589,Fail
Toys,SKU1257,34,In Stock,262,47641,Adult,193,25,43,5,USPS,21.22,Prime Distributors,Egypt,5686,8,6620,Pass
Sports,SKU1258,405,In Stock,668,30957,Adult,36,25,34,11,FedEx,99.6,FastTrack Ltd.,India,7974,44,7708,Pass
Sports,SKU1259,138,In Stock,363,27201,Teen,91,8,20,6,FedEx,73.55,FastTrack Ltd.,Egypt,8401,8,8367,Fail
Toys,SKU1260,145,In Stock,696,21107,Senior,56,7,4,2,FedEx,35.95,MegaCorp,Germany,7624,34,8173,Recheck
Electronics,SKU1261,346,In Stock,186,6494,Senior,439,28,41,5,DHL,19.27,MegaCorp,China,3314,21,9286,Recheck
Sports,SKU1262,368,In Stock,369,26946,Senior,75,19,16,9,DHL,50.06,MegaCorp,China,4920,57,2006,Pass
Home,SKU1263,186,In Stock,38,15490,Teen,380,19,92,6,DHL,19.39,SupplyHub,India,3051,13,3852,Recheck
Toys,SKU1264,73,In Stock,482,6236,Teen,308,20,50,3,UPS,50.02,FastTrack Ltd.,USA,7986,1,2627,Recheck
Electronics,SKU1265,235,In Stock,593,18810,Teen,121,23,98,6,Aramex,27.53,Prime Distributors,USA,751,54,7495,Recheck
Sports,SKU1266,181,In Stock,872,26205,Teen,179,15,75,7,DHL,96.26,SupplyHub,Germany,2695,9,1239,Recheck
Toys,SKU1267,101,Out of Stock,746,9757,Senior,379,15,49,2,FedEx,16.7,SupplyHub,Germany,3296,24,4512,Pass
Toys,SKU1268,465,In Stock,270,3222,Adult,459,7,35,2,Aramex,15.66,Prime Distributors,India,8189,26,5914,Fail
Home,SKU1269,406,In Stock,804,5712,Teen,35,27,89,12,FedEx,66.56,SupplyHub,China,9081,22,162,Recheck
Toys,SKU1270,248,In Stock,602,27442,Senior,331,23,82,10,USPS,94.97,Global Supplies Inc.,Egypt,3169,21,8611,Recheck
Sports,SKU1271,259,In Stock,557,33752,Senior,45,12,41,11,USPS,69.99,SupplyHub,India,9621,23,6727,Recheck
Clothing,SKU1272,275,Out of Stock,674,8315,Senior,67,8,91,1,FedEx,66.5,SupplyHub,India,6151,4,1814,Pass
Clothing,SKU1273,309,In Stock,214,47516,Teen,234,7,64,6,FedEx,72.34,Prime Distributors,India,9647,21,1800,Recheck
Toys,SKU1274,484,Out of Stock,107,27946,Adult,476,6,47,5,DHL,49.62,SupplyHub,USA,1577,58,5735,Recheck
Toys,SKU1275,277,In Stock,0,49387,Senior,370,21,75,10,DHL,95.97,SupplyHub,India,8370,18,3525,Recheck
Sports,SKU1276,326,In Stock,719,33484,Senior,418,15,56,4,DHL,34.26,Prime Distributors,Egypt,7623,46,247,Fail
Clothing,SKU1277,477,In Stock,639,323,Adult,142,7,30,8,DHL,61.07,Prime Distributors,USA,2924,26,9922,Fail
Electronics,SKU1278,112,In Stock,596,35505,Teen,424,22,3,6,USPS,72.52,MegaCorp,China,1705,22,5571,Fail
Sports,SKU1279,460,In Stock,890,8436,Teen,130,15,68,12,FedEx,34.35,Prime Distributors,India,9361,53,964,Pass
Toys,SKU1280,195,Out of Stock,954,26128,Adult,9,6,24,3,USPS,75.22,Global Supplies Inc.,Egypt,1749,29,8147,Fail
Toys,SKU1281,223,In Stock,356,37499,Senior,355,23,20,2,FedEx,97.02,Prime Distributors,USA,4801,28,9604,Recheck
Clothing,SKU1282,251,In Stock,385,6021,Senior,481,27,22,5,DHL,7.85,SupplyHub,India,5122,9,1804,Pass
Sports,SKU1283,406,In Stock,900,6351,Senior,46,4,30,2,UPS,48.58,Global Supplies Inc.,Germany,9112,56,2472,Recheck
Home,SKU1284,492,In Stock,20,17243,Senior,253,16,80,7,FedEx,52.66,FastTrack Ltd.,China,5663,58,1276,Fail
Electronics,SKU1285,335,In Stock,919,47035,Teen,362,4,52,10,DHL,46.58,FastTrack Ltd.,Germany,4475,53,7050,Recheck
Clothing,SKU1286,282,Out of Stock,1,27594,Senior,105,4,7,10,UPS,37.38,MegaCorp,USA,5244,46,4832,Fail
Clothing,SKU1287,54,In Stock,654,23383,Adult,306,10,85,11,UPS,33.53,Prime Distributors,India,9701,30,7815,Fail
Sports,SKU1288,320,In Stock,970,23177,Senior,61,3,62,5,UPS,34.72,MegaCorp,China,9715,28,9889,Pass
Sports,SKU1289,226,In Stock,936,1466,Teen,482,3,60,11,FedEx,78.54,FastTrack Ltd.,Egypt,8156,32,5257,Recheck
Toys,SKU1290,297,In Stock,218,12898,Teen,203,1,20,8,UPS,87.22,MegaCorp,India,2384,52,7532,Fail
Electronics,SKU1291,148,In Stock,320,38711,Senior,367,25,24,3,USPS,39.24,SupplyHub,USA,8616,40,550,Fail
Electronics,SKU1292,270,Limited,100,46033,Teen,498,4,33,10,DHL,39.99,Global Supplies Inc.,USA,2719,43,6762,Pass
Home,SKU1293,406,Out of Stock,424,48474,Adult,373,9,20,8,Aramex,90.93,SupplyHub,India,4368,41,1136,Fail
Clothing,SKU1294,397,In Stock,435,6254,Teen,482,2,37,3,UPS,95.13,SupplyHub,USA,5583,2,756,Recheck
Clothing,SKU1295,360,In Stock,352,29172,Teen,85,24,66,6,Aramex,23.67,Global Supplies Inc.,Egypt,1398,42,5134,Fail
Toys,SKU1296,147,Limited,532,22316,Adult,342,1,56,9,USPS,47.64,Prime Distributors,USA,4856,40,841,Fail
Home,SKU1297,296,In Stock,396,23590,Teen,61,24,58,7,FedEx,58.6,Global Supplies Inc.,Egypt,5275,22,7867,Fail
Clothing,SKU1298,158,Out of Stock,268,13624,Teen,244,25,47,5,UPS,47.58,FastTrack Ltd.,India,6385,5,8015,Recheck
Sports,SKU1299,69,In Stock,161,30674,Adult,497,2,84,11,Aramex,19.4,Prime Distributors,India,1212,53,7546,Pass
Electronics,SKU1300,409,Out of Stock,315,20500,Adult,136,9,91,5,UPS,45.69,Prime Distributors,Germany,7173,59,5799,Recheck
Electronics,SKU1301,343,In Stock,398,18765,Senior,321,15,68,7,UPS,96.32,Prime Distributors,Egypt,9698,55,7951,Pass
Clothing,SKU1302,487,Out of Stock,443,21997,Adult,362,10,4,3,FedEx,85.9,Global Supplies Inc.,India,2204,1,966,Fail
Home,SKU1303,103,In Stock,834,18267,Teen,322,17,97,3,FedEx,14.92,SupplyHub,USA,9922,48,7471,Fail
Electronics,SKU1304,422,Out of Stock,208,12909,Teen,207,24,50,3,DHL,93.82,FastTrack Ltd.,India,533,21,655,Pass
Sports,SKU1305,51,Limited,428,18455,Teen,392,20,19,8,DHL,27.22,SupplyHub,Egypt,7080,54,9686,Pass
Sports,SKU1306,275,In Stock,498,7198,Senior,498,10,96,9,DHL,43.16,MegaCorp,Egypt,2370,42,9221,Pass
Clothing,SKU1307,172,In Stock,380,12875,Senior,67,20,29,3,Aramex,33.8,MegaCorp,Germany,3900,13,1948,Recheck
Clothing,SKU1308,13,In Stock,59,10764,Senior,262,9,54,5,USPS,5.24,Global Supplies Inc.,Germany,557,4,6013,Fail
Sports,SKU1309,267,In Stock,127,15101,Teen,183,11,72,10,USPS,98.43,FastTrack Ltd.,India,347,8,2163,Fail
Home,SKU1310,271,Out of Stock,191,11841,Teen,354,13,33,7,USPS,67.11,MegaCorp,Germany,7803,50,2342,Pass
Clothing,SKU1311,375,In Stock,901,46430,Adult,485,9,46,10,DHL,61.79,MegaCorp,India,768,20,2964,Fail
Home,SKU1312,17,Out of Stock,51,35079,Senior,107,21,66,1,Aramex,48.12,FastTrack Ltd.,USA,8041,20,5695,Fail
Electronics,SKU1313,495,In Stock,925,25906,Senior,122,18,17,10,UPS,32.42,MegaCorp,India,4411,36,9796,Recheck
Clothing,SKU1314,244,In Stock,320,15990,Adult,380,2,31,10,DHL,89.68,Prime Distributors,India,5976,13,2602,Fail
Toys,SKU1315,11,In Stock,853,7195,Teen,323,2,5,8,Aramex,57.26,SupplyHub,China,1789,58,1282,Pass
Electronics,SKU1316,258,In Stock,692,44799,Senior,129,2,44,2,DHL,83.41,MegaCorp,Egypt,7425,18,4748,Recheck
Clothing,SKU1317,363,In Stock,573,40334,Adult,444,15,3,2,USPS,38.67,MegaCorp,Egypt,165,14,5419,Fail
Sports,SKU1318,138,In Stock,498,49764,Teen,355,1,14,5,USPS,43.69,Prime Distributors,USA,106,3,9163,Pass
Home,SKU1319,114,Out of Stock,559,3166,Adult,97,20,89,11,Aramex,16.9,MegaCorp,Germany,8704,4,4230,Fail
Clothing,SKU1320,211,Limited,947,49904,Senior,252,13,87,1,UPS,74.87,MegaCorp,Germany,4122,48,4148,Pass
Home,SKU1321,280,In Stock,262,44609,Teen,330,5,5,3,UPS,49.89,Prime Distributors,Egypt,7228,12,5409,Pass
Sports,SKU1322,409,In Stock,952,42627,Adult,254,17,76,9,FedEx,90.31,FastTrack Ltd.,USA,1421,28,9692,Pass
Clothing,SKU1323,417,In Stock,464,24541,Senior,263,1,79,1,USPS,74.42,FastTrack Ltd.,Germany,9745,33,4851,Recheck
Electronics,SKU1324,21,Limited,740,10408,Teen,337,14,9,1,USPS,79.71,SupplyHub,Germany,8020,35,1093,Recheck
Home,SKU1325,33,Limited,218,21496,Senior,480,19,61,9,FedEx,51.65,Global Supplies Inc.,India,9697,7,6712,Recheck
Sports,SKU1326,448,In Stock,228,13523,Teen,132,28,21,8,DHL,75.1,Global Supplies Inc.,Germany,4291,19,6683,Recheck
Sports,SKU1327,335,In Stock,782,34692,Teen,253,11,40,6,DHL,77.96,SupplyHub,India,8742,43,6872,Fail
Sports,SKU1328,327,In Stock,883,3683,Teen,217,20,8,11,Aramex,44.04,Prime Distributors,Germany,5446,8,1371,Fail
Electronics,SKU1329,400,Limited,778,7176,Adult,73,28,61,2,DHL,80.35,Prime Distributors,Egypt,3930,31,4951,Recheck
Electronics,SKU1330,244,In Stock,16,19120,Adult,46,19,66,8,Aramex,74.78,FastTrack Ltd.,India,5097,59,3656,Fail
Electronics,SKU1331,93,Out of Stock,790,44871,Teen,307,18,79,3,DHL,95.57,Prime Distributors,Egypt,6478,5,3358,Fail
Clothing,SKU1332,233,In Stock,277,2171,Adult,141,9,46,8,USPS,5.57,FastTrack Ltd.,India,3516,58,7884,Fail
Electronics,SKU1333,261,In Stock,875,25612,Teen,247,9,81,11,DHL,98.49,Prime Distributors,India,1634,41,1626,Pass
Sports,SKU1334,279,In Stock,591,2394,Senior,137,24,68,1,Aramex,61.2,Global Supplies Inc.,China,9883,48,8732,Recheck
Toys,SKU1335,90,In Stock,990,7983,Senior,144,15,78,7,DHL,23.83,Global Supplies Inc.,China,3740,24,5992,Pass
Toys,SKU1336,40,Limited,629,13593,Teen,419,14,29,9,DHL,7.61,Global Supplies Inc.,China,1262,1,5994,Pass
Home,SKU1337,34,In Stock,366,10182,Teen,351,24,54,4,UPS,89.52,SupplyHub,USA,6843,20,4140,Pass
Electronics,SKU1338,281,In Stock,393,2401,Adult,204,15,98,5,Aramex,9.08,MegaCorp,India,3039,49,3545,Fail
Toys,SKU1339,74,In Stock,723,20143,Adult,252,27,18,8,FedEx,28.32,FastTrack Ltd.,USA,204,5,4636,Recheck
Sports,SKU1340,357,In Stock,753,1112,Teen,425,11,71,6,Aramex,93.83,Global Supplies Inc.,China,6772,46,1620,Recheck
Sports,SKU1341,20,In Stock,703,10611,Teen,250,12,25,4,FedEx,47.39,FastTrack Ltd.,India,9407,18,5929,Recheck
Toys,SKU1342,424,In Stock,286,20122,Teen,145,11,75,12,UPS,68.61,SupplyHub,China,8373,25,5360,Recheck
Toys,SKU1343,35,Out of Stock,829,9889,Adult,299,20,13,11,Aramex,98.6,Global Supplies Inc.,Egypt,8754,22,3982,Fail
Sports,SKU1344,350,In Stock,931,12925,Teen,49,12,89,4,USPS,42.1,Prime Distributors,India,8485,47,5285,Fail
Home,SKU1345,218,In Stock,611,28279,Senior,143,22,25,12,FedEx,44.13,FastTrack Ltd.,Germany,139,58,496,Recheck
Toys,SKU1346,200,Out of Stock,437,18754,Senior,179,20,35,8,DHL,49.79,FastTrack Ltd.,Egypt,7091,7,2415,Pass
Clothing,SKU1347,355,In Stock,135,38152,Senior,1,26,3,5,FedEx,18.18,SupplyHub,USA,4200,34,1335,Pass
Electronics,SKU1348,81,In Stock,361,49341,Senior,319,3,76,12,DHL,48.78,Global Supplies Inc.,China,5447,27,347,Pass
Clothing,SKU1349,217,Out of Stock,741,11612,Teen,385,20,40,10,UPS,66.34,Prime Distributors,Egypt,4515,16,6590,Fail
Toys,SKU1350,498,In Stock,63,11180,Adult,290,7,47,3,FedEx,23.67,Prime Distributors,USA,233,8,8754,Recheck
Toys,SKU1351,87,In Stock,389,47702,Teen,285,11,21,13,UPS,57.52,Prime Distributors,USA,8997,8,3355,Pass
Sports,SKU1352,491,In Stock,804,1314,Teen,302,24,43,1,UPS,66.45,SupplyHub,USA,6275,34,7683,Recheck
Home,SKU1353,291,In Stock,339,6168,Adult,300,12,96,6,UPS,99.92,MegaCorp,India,5132,57,5132,Fail
Home,SKU1354,9,In Stock,246,49108,Senior,411,10,30,12,FedEx,34.34,MegaCorp,USA,2436,40,4774,Recheck
Electronics,SKU1355,396,In Stock,706,42998,Teen,63,13,93,8,Aramex,71.45,SupplyHub,Germany,4700,31,8156,Pass
Clothing,SKU1356,325,In Stock,743,48176,Senior,244,24,99,11,UPS,21.44,SupplyHub,Germany,4115,51,3639,Fail
Electronics,SKU1357,263,Limited,282,21598,Adult,277,13,17,10,Aramex,97.98,FastTrack Ltd.,Egypt,6813,33,3268,Fail
Electronics,SKU1358,405,In Stock,46,34549,Teen,274,7,26,2,DHL,32.78,Prime Distributors,India,8317,10,4610,Pass
Home,SKU1359,26,In Stock,465,980,Teen,270,11,46,9,FedEx,99.01,SupplyHub,Germany,4278,51,8775,Recheck
Home,SKU1360,135,Limited,775,17810,Adult,463,1,97,5,Aramex,51.12,FastTrack Ltd.,Egypt,1831,20,701,Fail
Toys,SKU1361,374,In Stock,772,40880,Senior,233,29,44,5,USPS,59.43,MegaCorp,India,3275,16,8063,Pass
Sports,SKU1362,247,In Stock,777,37269,Adult,372,14,83,7,USPS,36.76,Global Supplies Inc.,India,9621,35,4708,Pass
Electronics,SKU1363,80,In Stock,499,27859,Adult,378,29,57,9,UPS,78.54,FastTrack Ltd.,USA,2799,49,4417,Fail
Electronics,SKU1364,11,In Stock,996,8688,Senior,233,8,33,10,UPS,51.06,FastTrack Ltd.,USA,1503,13,691,Pass
Electronics,SKU1365,412,In Stock,559,20449,Senior,448,25,18,5,FedEx,32.77,Prime Distributors,Germany,6650,10,9588,Recheck
Sports,SKU1366,79,In Stock,474,37512,Teen,465,17,6,6,UPS,84.49,MegaCorp,India,2737,31,5593,Fail
Clothing,SKU1367,173,In Stock,914,28523,Teen,118,14,82,2,UPS,57.08,FastTrack Ltd.,Germany,1268,11,2729,Pass
Toys,SKU1368,74,Limited,580,10023,Teen,55,3,99,8,USPS,18.8,Global Supplies Inc.,China,718,48,5658,Recheck
Home,SKU1369,138,Out of Stock,762,25348,Senior,440,14,40,1,DHL,56.05,SupplyHub,Egypt,1172,16,9649,Pass
Sports,SKU1370,148,In Stock,40,19250,Senior,398,8,41,9,Aramex,64.34,SupplyHub,China,514,24,6907,Recheck
Home,SKU1371,26,Out of Stock,979,11356,Senior,229,5,49,4,Aramex,67.92,FastTrack Ltd.,China,657,16,7003,Fail
Sports,SKU1372,286,Out of Stock,712,38778,Adult,429,8,23,10,USPS,49.41,MegaCorp,Egypt,2095,37,810,Pass
Home,SKU1373,449,In Stock,664,22816,Senior,179,21,98,3,UPS,13.43,MegaCorp,Germany,7116,57,6658,Pass
Sports,SKU1374,214,Out of Stock,718,4969,Adult,23,18,64,10,USPS,64.41,MegaCorp,China,7781,55,6300,Pass
Home,SKU1375,466,In Stock,975,11840,Senior,361,1,96,11,USPS,7.29,SupplyHub,China,5674,53,8125,Recheck
Clothing,SKU1376,195,Limited,555,11526,Teen,83,6,56,9,UPS,86.2,Prime Distributors,USA,2171,47,8851,Fail
Home,SKU1377,102,In Stock,928,29727,Adult,172,3,67,5,UPS,49.21,Prime Distributors,Germany,2781,37,8628,Fail
Sports,SKU1378,497,In Stock,946,31225,Adult,489,10,6,4,Aramex,8.84,Prime Distributors,India,2427,32,6587,Pass
Home,SKU1379,252,Limited,739,13367,Adult,167,4,72,4,USPS,63.46,FastTrack Ltd.,India,6704,58,3907,Recheck
Clothing,SKU1380,351,In Stock,663,351,Teen,391,21,81,4,UPS,83.56,Prime Distributors,USA,1018,36,1542,Pass
Toys,SKU1381,162,In Stock,751,16950,Adult,471,8,33,9,USPS,42.63,SupplyHub,India,5973,11,3085,Recheck
Toys,SKU1382,354,Out of Stock,371,25519,Adult,17,12,49,9,Aramex,67.54,FastTrack Ltd.,Egypt,3020,12,7939,Fail
Home,SKU1383,104,In Stock,857,29402,Senior,441,1,56,1,FedEx,45.37,FastTrack Ltd.,India,5211,59,3605,Pass
Electronics,SKU1384,305,In Stock,283,28518,Adult,313,24,52,13,FedEx,39.01,Prime Distributors,China,5925,49,5109,Pass
Electronics,SKU1385,6,In Stock,317,4748,Adult,136,9,44,10,FedEx,50.79,FastTrack Ltd.,Egypt,1246,9,1267,Pass
Home,SKU1386,376,In Stock,158,11794,Adult,283,26,45,13,DHL,99.5,Prime Distributors,Egypt,906,14,314,Fail
Home,SKU1387,449,In Stock,552,28699,Senior,497,3,43,13,FedEx,75.42,Prime Distributors,USA,5726,58,6555,Fail
Sports,SKU1388,495,Out of Stock,277,37047,Adult,411,25,99,3,DHL,44.43,Global Supplies Inc.,Germany,8339,29,7707,Recheck
Electronics,SKU1389,377,In Stock,852,2813,Adult,22,27,17,9,Aramex,71.94,SupplyHub,India,5982,4,4295,Pass
Clothing,SKU1390,27,Out of Stock,846,28268,Teen,420,22,28,11,UPS,31.51,Global Supplies Inc.,USA,8686,32,5007,Recheck
Clothing,SKU1391,257,Out of Stock,583,37946,Adult,163,6,85,3,USPS,50.61,Prime Distributors,Egypt,2926,45,2172,Fail
Home,SKU1392,231,In Stock,720,43935,Teen,90,28,63,12,USPS,76.14,Prime Distributors,India,9608,7,1001,Pass
Electronics,SKU1393,467,Out of Stock,447,10704,Senior,238,9,94,12,USPS,23.95,Prime Distributors,India,6542,30,600,Pass
Home,SKU1394,100,In Stock,855,39377,Senior,242,19,10,2,USPS,5.54,Prime Distributors,China,1050,29,819,Fail
Home,SKU1395,401,In Stock,221,20156,Teen,381,21,78,7,Aramex,86.26,MegaCorp,USA,9455,34,6910,Pass
Home,SKU1396,215,Out of Stock,899,10012,Adult,468,7,38,6,Aramex,86.16,MegaCorp,USA,1246,9,5113,Fail
Toys,SKU1397,47,Out of Stock,865,24928,Senior,69,3,42,13,USPS,15.72,MegaCorp,China,1458,5,5222,Recheck
Electronics,SKU1398,84,In Stock,261,28413,Senior,25,23,44,11,Aramex,38.02,FastTrack Ltd.,China,5220,11,8654,Recheck
Home,SKU1399,93,In Stock,456,10768,Teen,261,28,89,10,USPS,59.24,Global Supplies Inc.,India,7424,38,5053,Fail
Toys,SKU1400,18,In Stock,90,35320,Teen,446,11,63,11,DHL,34.9,Global Supplies Inc.,Egypt,8501,59,4706,Recheck
Home,SKU1401,165,Out of Stock,629,31234,Adult,460,16,46,9,DHL,69.54,Prime Distributors,China,5915,32,1121,Fail
Clothing,SKU1402,96,Limited,74,31225,Teen,468,4,69,7,FedEx,42.35,FastTrack Ltd.,USA,4568,49,4834,Recheck
Sports,SKU1403,214,In Stock,194,47426,Senior,271,14,27,5,Aramex,56.88,FastTrack Ltd.,USA,9122,3,167,Recheck
Home,SKU1404,304,Out of Stock,779,6739,Adult,195,23,17,9,USPS,71.3,FastTrack Ltd.,China,7553,29,7738,Recheck
Sports,SKU1405,431,In Stock,211,8760,Senior,472,19,60,1,UPS,48.1,MegaCorp,USA,3617,35,6469,Recheck
Sports,SKU1406,251,In Stock,696,30524,Senior,158,4,47,5,DHL,57.58,FastTrack Ltd.,Germany,3248,3,6176,Fail
Sports,SKU1407,264,In Stock,651,2464,Teen,277,14,97,3,FedEx,65.15,FastTrack Ltd.,Germany,5400,4,255,Fail
Sports,SKU1408,321,In Stock,230,32726,Teen,491,23,90,2,USPS,50.99,Prime Distributors,China,2831,9,1385,Pass
Clothing,SKU1409,459,In Stock,318,33449,Senior,394,25,64,3,DHL,48.36,Prime Distributors,India,7479,2,4613,Fail
Clothing,SKU1410,63,In Stock,627,4600,Teen,6,22,26,10,USPS,21.03,Prime Distributors,Germany,4903,38,9341,Recheck
Toys,SKU1411,113,Out of Stock,980,6145,Senior,238,23,82,7,UPS,92.47,FastTrack Ltd.,USA,2351,2,2116,Fail
